productid,imageid,prdtypecode,bool_description,merged_text,lang,deepL_translation
3847254406,1264434293,2060,1,"Lot de 30 Spots encastrable orientable BLANC avec GU10 LED de 5W = 40W Kit contenant: x30 Douilles GU10 + x30 Ampoules GU10 5W + x30 Colerettes Blanche L'Ampoules LED 5W GU10 fait partie d une vaste gamme de lampes d ambiance à LED de longue durée faible consommation et brillamment conçues avec un culot GU10 sans avoir à changer votre installation. Avec une remarquable combinaison de technologie haute efficacité et une forme innovante L'Ampoules LED GU10 5W fournit la qualité de lumière que vous attendez. Elle dure jusqu à 25 fois plus longtemps et fournit jusqu à 82 % d économies d énergie. De plus d êtres design l'Ampoules LED GU10 5W à une efficacité de rayonnement pouvant s'étendre jusqu'a 150°. L'Ampoules LED GU10 5W sont les mêmes ou meilleures que les Ampoules E27 standards mais elles consomment moins d'énergie. Solution économique et écologique de nouvelle génération utilisation dans les maisons bureaux restaurants hôtels et bâtiments publics.Elle remplace entièrement la lampe incandescence ou halogène standard. Installation facile longue durée de vie. Avantage: - Durée de vie : 25.000 heures - Consomme jusqu à 85 % moins d énergie - Ampoule LED omnidirectionnelle homogène et équilibrée - Allumage instantané L'efficacité énergétique et une longue durée de vie des Ampoules LED GU10 engendrent moins de remplacements de lampe en comparaison avec les sources incandescentes et halogènes standards. Douille en céramique GU10 avec câble gainé 230 Volts - Classe 2 Connecteur électrique automatique (pas de vis) avec double connexion pour un montage en parallèle (arrivée pour le spot et départ pour le spot suivant) ""Sucre"" de protection clipsable Dimensions (longueur x diamètre) = 175 x 30 mm. Conforme aux Normes CE - RoHS - EMC Douille pour ampoule à culot GU10/GZ10 automatique Corps isolant en steatite Fil silicone 075mm² Câble gainé Sucre de protection avec fermeture à clipser ( pas besoin de vis ) amovible. Double connexion pour montage en série clipsable sans besoin de s'aider d'un outil. Longueur 15cm Résistant à 250°C Collerette Orientable Ronde Blanche Dimensions : diamètre 65mm Perçage d'encastrement : pour 90mm de diamètre total Ce support encastrable blanc est idéale grâce à son centre orientable. Cela permet de diffuser la lumière dans une direction choisie. Son diamètre de 90 mm et le trou de coupe de 65 mm. L'ampoule se place par l'avant très pratique lorsque l'on veut la changer. Sa couleur blanche permet de l'intégrer sans problème à votre plafond blanc ou coloré. Puissance 5W Douille GU10 Alimentation AC175-265V Flux lumineux 400 Lm Puissance des LEDs 5W Fréquence de fonctionnement 50-60Hz Couleur de la lumière 4500K Angle de la lumière 110° Ra >80 Consommation 5KWh/1000h Température de fonctionnement -30°C / +50°C Matériel Thermoplastic + Aluminium Degré de protection IP20 Taille ?50x57 mm Poids 0.077 kg Exploitation > 25 000 Heures",fr,
4007155304,1275613423,1281,1,NOUVEAU 01h20 échelle Alloy Mini Pull Back Voiturette w Clubs Modèle Caractéristiques Toy Diecast véhicule: 100% qualité de la marque nouvelle et haute. 1:20 mini-échelle se retirent de golf avec des clubs modèle diecast Tirez la voiture et relâchez la voiture va aller vite et en douceur: Alliage + Plastique Couleur: Jaune Rouge Bleu Vert Taille: environ 115 x 57 x 75 cm x 453 x 224 2.95inch note: tir de lumière et différents affichages peut provoquer la couleur de l'élément dans l'image un peu différente de la vraie chose. L'erreur de mesure est autorisée + - 1-3cm. Contenu du coffret: 1 x Golf Cart Modèle Toy,fr,
4012748163,1276344493,1920,1,"4pcs Décor Coussin Independence Day Style de Throw Taie d'oreiller Couvre vente de produits Point: Il peut être utilisé pour décorer le salon faire paraître à la maison chaleur plus confortable. Coussin décoratif couverture utilisé pour 18x18 pouces oreiller inserts (pls noter: Les insertions ne sont pas inclus et le motif de peinture d'un seul côté). taies d'oreiller facile de faire correspondre votre canapé canapé autre pillows.Soft et durable pour les deux à l'intérieur (salon bureau chambre etc.) et à l'extérieur (terrasse voiture etc.). Fermeture à glissière cachée Conçu draps en coton Coussin Coffre-fort à la machine wash.Or par lavage à sec hand.Dot Non Bleach.Tumble Low.Do Non fer. Fait de draps en coton durable et écologique Materials.Keep votre place propre et Throw Pillow contre zéro les traces de doigts. Description Matériel: Coton Lin (approx.): 18 ""x18"" / 45cm * 45cm La taille peut avoir un écart de 0.5-2cm en raison de produit par date. Remarque: S'il vous plaît permettre erreur mineure en raison de la mesure manuelle. En raison de la différence entre les différents moniteurs l'image peut ne pas refléter la couleur réelle de l'article. Le forfait comprend: 4pcs Taie d'oreiller (non coussin intérieur inclus)",fr,
3147314797,1225887302,2583,1,Bouée gonflable River tube en PVC idéale pour des parties de glissade sur l'eau.Dimensions article gonflé : 107 x 107 x 30 cmDimensions article plat : 122 cmMatière : PVCInclus : Corde de maintienConfortablement installé accrochez vous à cette Bouée gonflable River tube pour des jeux de glisse à la Piscine ou à la mer !,fr,
4200874030,1316147329,60,1,Mini Console De Jeux Double Joueurs 8 Bits Console De Jeux Vidéo 620 Enfance Jeux Classiques Av Out Family Tv Contrôleur De Jeux Rétro - Nom de la marque:NoEnName_Null Affichage de couleur:Oui Ecran tactile:Pas de Numéro du modèle:CoolBaby Paquet:Oui Communication:USB,fr,
1548294503,1092313319,1180,0,Présentoir À Biscuits Et Chocolats - ,fr,
824469524,1054895962,2522,1,Pilot Mr Stylo Plume Moyenne Design Crocodile Noir/Bleu - Couleur:Crocodile Noir/Bleu. Description du produit: Une touche d'esprit sauvage dans votre écriture. Stylo-Plume Premium avec plume en acier et corps en métal. Rechargeable avec des cartouches DIN standards Points forts: Rechargeable,fr,
4006528698,1275678245,1281,1,Non toxique Effacer Slime Couleur Beau mélange Nuage Slime Relief enfants Stress Jouets Caractéristiques: Fabriqué avec des matières premières respectueuses de l'environnement 100% sûr et non toxiques. Soyez assuré de jouer mais n'eat.Safe pour les enfants à utiliser! non toxiques pour les enfants à jouer. Ne peut pas être mangé pas trop petits enfants. Parfait pour soulager le stress. Comme vous presser plier rouler et tirez la boue des heures de plaisir la satisfaction des bruits et un grand cadeau. choix de cadeau idéal pour les enfants. jouet de boue merveilleux pour les garçons et les filles. Grand soulagement du stress pour les adultes et les enfants. Aucun Post-it - moins collante que des autres Fluffy Slime alors essayez la nôtre de se débarrasser de adhésivité. Grande cohérence texture étonnante. Super facile à jouer Slime juste le sortir du pot et de trouver votre façon préférée de jouer avec cette boue pelucheux. Aussi idéal pour les arts l'artisanat et les projets scolaires. En jouant visuel les enfants peuvent exercer leurs mains d'améliorer la motricité développer des yeux de la main. Caractéristiques: Matière: boue boue Poids de la marchandise: poids unique sur les 140g Capacité du produit: 120ml Paquet: 1 x 120ml boue d'argile,fr,
569725834,1027001857,2280,0,Diagrammes N° 26 Du 01/04/1959 - Le Siecle Du Petrole Par J. Guillerme Et Claude-Henri Rocquet - ,fr,
2333136838,1136619798,1920,1,Rideau A Oeillets Plastique Polyester Uni Essentiel Lin 140 X 260 Cm - rêt-à-poser ce rideau s'installe facilement et vous fera gagner du temps Composition: 100% Polyester Ce rideau vous protégera des regards extérieurs et ne laissera pas passer la lumière Dimension: 140 x 260 cm Finition: 8 oeillets ronds PLASTIQUE Plusieurs coloris dans cette collection ainsi que des Galettes de chaise des housses de coussin des nappes pour donner un coté original à votre interieur,fr,
444108636,1010065513,10,0,Vassivière -En-Limousin. Le Jardin Art Et Lieu De Mémoire - ,fr,
8870838,868167157,40,0,Shin Masoukishin Panzer Warfare (Import Jap) - ,ja,
73334276,844838682,1160,0,Dragon Ball Z - Serie 3 - 13 - Francaise - ,fr,
3748234383,1240783666,1280,1,100PCS premium Bâtons Bracelets Neon Light Party Favors Glowing Rallye Raves Nous ne proposons pas le choix de la couleur et le style nous vous ferons parvenir le produit au hasard espérons que vous pouvez comprendre Feature: 100% tout neuf et haute. Quantité: 100PCS Couleur: Une variété de mélange de couleur aléatoire Mode d'emploi: doucement seulement une pause le liquide dans les bâtons de Glo-alors mélanger immédiatement tube fluoresce.1 instantanée à l'intérieur de l'articulation a été adaptée faciliter plusieurs extension illimitée aussi peut être transformé en notre coloré une grande variété peut être utilisé pour: concerts salles de danse anniversaire fête mariage fête fête vacances célébration randonnée pédestre camping lieux tels que l'éclairage et la décoration bâtons Glo-appartient à la taille : 05cm X 20cm contenu: 100PCS bâtons lumineux haut de gamme Bracelets Neon Light Party Favors Glowing Rallye Raves,fr,
4232229083,1322918708,40,0,Jeu Pc Cd-Rom : Azteca - ,fr,
4086457567,1288958984,2403,0,"One Piece Log 36 ""Impel Down Partie 2"" - ",fr,
272891494,1006538318,1281,0,Le Mot Le Plus Long - ,fr,
207151480,941622055,2583,1,Utilisation du Testeur électronique de pHGrâce au Testeur électronique de pH la lecture est instantanée la valeur s'affiche sans besoin d'interpréter. De plus le testeur sensibilise à l'importance du pH pour un bon équilibre de l'eau.Caractéristiques techniques du Testeur électronique de pH Affichage numérique Alimentation : 2 piles R9 Garantie 1 an Une solution tampon est fournie afin de pouvoir recalibrer l'appareil aprés une dizaine d'utilisation vous garantissant un résultat fiable.,fr,
3691441491,1234869213,2403,0,Fate/Zero - Lot Mangas - Tome 1 À 5 - ,fr,
3904025129,1262082265,1280,1,ABS congélateur Teether sensorielle Jouet pour 0 à 12 mois les bébés Présentation du produit: soulagez votre TEETHING BÉBÉ ET MALAISE DE LA DOULEUR - rehausseurs sont maman et de papa de lifesavers pendant l'étape de dentition. Ils fonctionnent comme des sucettes mais encore mieux avec les courbes et les textures qui massent les gencives de vos enfants et de stimuler la croissance de leurs dents. AIDER ENCOURAGER LE DÉVELOPPEMENT DU CERVEAU ET L'APPRENTISSAGE TACTILE - Chaque bébé a une teether conception colorée d'amusement et la texture qui fait vraiment bon pour bébé jouets sensorielles. Mis à part qu'ils sont amusants à jouer ils offrent également l'apprentissage visuel et tactile sans danger pour bébé. Ce jouet pour bébé sucette a une conception solide ou n'a pas de petites pièces à mordre il est certainement bébés. AVEC FONCTION CONÇU DANS L'ESPRIT - Le bébé jouet de dentition s'adapte parfaitement dans la bouche de votre bébé mais il est juste la bonne taille pour ne pas poser un risque d'étouffement. Les poignées sont conçus de sorte qu'ils peuvent être facilement saisis par les petites mains. La conception fonctionnelle rend également chaque teether très facile à nettoyer et à ranger. ABS matériau non toxique est adopté ce qui peut être bouillie à emballage haute température: un ensemble de 10 pièces de bébé Conseils Teether: Cuites à haute température pendant moins d'une demi-minute Ne pas utiliser l'eau froide pour refroidir immédiatement après la désinfection sinon il provoque une déformation du produit. sinon il causera la déformation du produit. sinon il causera la déformation du produit.,fr,
476383013,1071868057,2705,1,Depuis quatre ans le mensuel Marie Claire organise un concours auprès de ses lectrices et lecteurs lui permettant d'attribuer le Prix Marie Claire du futur écrivain. Cette année pour la première fois les auteurs de premiers romans étaient les seuls à participer. Sur un thème imposé ' Changer ' 300 manuscrits se sont disputé les faveurs d'un jury composé de journalistes d'éditeurs et d'enseignants de l'écriture. C'est à l'unanimité que le prix 2006 a été décerné à Isabelle Kauffmann pour son roman aussi insolite que captivant. Ne regardez pas le voleur qui passe entraîne le lecteur sur les traces de l'énigmatique Lose personnage inquiétant capable de voler des fragments de vie à ceux dont il croise le regard. Une quête haletante jusqu'au bout de l'étrange.,fr,
1810701779,1102910727,2403,0,Lot De 5 Livres Grans Peintres - ,fr,
4128438373,1295960377,2583,0,Pompe de filtration Speck Badu 95 - ,fr,
3893192098,1260268384,1300,1,Body Wrap peau autocollant Decal Pour DJI Phantom 4 Pro Drone + contrôleur: Conçu pour DJI Phantom 4 Pro Drone et contrôleur (Compatible avec le contrôleur auto avec le moniteur) étanche & amp; Ajustement parfait & amp; décalcomanies de haute qualité. Protégez votre Drone et des égratignures et sale. Flexibilité à surface courbe haute étirable. Imperméable à l'eau résistance aux rayures et anti-UV. Aucune trace peler laissant sans décalage nettoyage et entretien facile. Fournit la meilleure protection au drone et contrôleur. Caractéristiques: Matière: PVC (chlorure de vinyle) Couleur: Bleu Jaune Orange Rouge Vert noir Compatible avec: Phantom DJI 4 pro Quantité: 1 set Remarque: S'il vous plaît nettoyer l'endroit où la nécessité de coller. Si la température inférieure à 25 ? ou la colle pas plus forte enought s'il vous plaît calorifiques par le ventilateur pour devenir plus fort. Emballé inclus:,fr,
